CostCenterID,CostCenterName,DivisionID,DivisionName,DirectorateID,DirectorateName,BusinessAreaID,BusinessGroupID,BusinessGroupName
2000590034,2000590034 Commercial Online,GDH_DIV_DC_LABS,DC-LABS,GDH_DIR_CONSUMER_GROWTH_BRAND,Consumer Growth & Brand,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000590091,2000590091 Commercial Mobile,GDH_DIV_MOBILE_DIVISION,Mobile Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000590117,2000590117 Commercial TV,GDH_DIV_TV_AND_PLATFORM_DIVISION,TV and Platform Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000591008,2000591008 Marketing Leadership,GDH_DIV_ABC_PROTECT,Abc Protect,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000591024,NULL,GDH_DIV_CONTENT_MARKETING_DIVISION,Content Marketing Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000592006,"2000592006 Kids, Factual, Ents & Arts",GDH_DIV_KIDS_FACTUAL_ENTS_ARTS,"Kids, Factual, Ents & Arts",GDH_DIR_CONTENT,Content,GDH_BA_UK_&_ROI_CONTENT,GDH_ABC_GROUP,Abc Group
2000592014,2000592014 Content Strategy & Insight,GDH_DIV_CONTENT_STRATEGY_INSIGHT,Content Strategy & Insight,GDH_DIR_CONTENT,Content,GDH_BA_UK_&_ROI_CONTENT,GDH_ABC_GROUP,Abc Group
2000592022,2000592022 Production Ops & Awards,GDH_DIV_PRODUCTION_OPS_AWARDS,Production Ops & Awards,GDH_DIR_CONTENT,Content,GDH_BA_UK_&_ROI_CONTENT,GDH_ABC_GROUP,Abc Group
2000592055,NULL,GDH_DIV_CONTENT_COMPLIANCE_POLICY,Content Compliance & Policy,GDH_DIR_CONTENT,Content,GDH_BA_UK_&_ROI_CONTENT,GDH_ABC_GROUP,Abc Group
2000592063,2000592063 Content Strategy & Commercial Developmen,GDH_DIV_CONTENT_COMPLIANCE_POLICY,Content Compliance & Policy,GDH_DIR_CONTENT,Content,GDH_BA_UK_&_ROI_CONTENT,GDH_ABC_GROUP,Abc Group
2000592071,2000592071 Acquisitions & Cinema,GDH_DIV_ACQUISITIONS,Acquisitions,GDH_DIR_CONTENT,Content,GDH_BA_UK_&_ROI_CONTENT,GDH_ABC_GROUP,Abc Group
2000592089,2000592089 Content Management Team,GDH_DIV_CONTENT_COMPLIANCE_POLICY,Content Compliance & Policy,GDH_DIR_CONTENT,Content,GDH_BA_UK_&_ROI_CONTENT,GDH_ABC_GROUP,Abc Group
2000630624,2000630624 Legal - Commission Abc Vision,GDH_DIV_GROUP_UKI_LEGAL_DIVISION,Group & UKI - Legal Division,GDH_DIR_LEGAL_AFFAIRS,Legal Affairs,GDH_BA_GROUP_LEGAL_COUNSEL,GDH_ABC_GROUP,Abc Group
2000630707,2000630707 Corporate Events,GDH_DIV_CORPORATE_EVENTS_PROJECTS,Corporate Events & Projects,GDH_DIR_CORPORATE_AFFAIRS,Corporate Affairs,GDH_BA_GROUP_PEOPLE_CORPORATE_AFFAIRS,GDH_ABC_GROUP,Abc Group
2000699751,2000699751 Group Finance - Europe,GDH_DIV_GROUP_FINANCE,Group Finance,GDH_DIR_GROUP_FINANCE,Group Finance,GDH_BA_GROUP_FINANCE_AUDIT_PROCUREMENT,GDH_ABC_GROUP,Abc Group
2000720088,2000720088 Abc Spaces,GDH_DIV_ABC_SPACES_DIVISION,Abc Spaces Division,GDH_DIR_ABC_SPACES,Abc Spaces,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2000720183,NULL,GDH_DIV_GROUP_SERV,Group CISO & Tech Strat Serv,GDH_DIR_EUROPE_CTO,Europe - CTO,GDH_BA_GROUP_TECHNOLOGY,GDH_ABC_GROUP,Abc Group
2000720184,2000720184 NOW Operations,GDH_DIV_NOW_UK_ROI_DIVISION,NOW UK ROI Division,GDH_DIR_NOW,NOW,GDH_BA_UK_ROI_NOW_TV,GDH_ABC_GROUP,Abc Group
2000720185,2000720185 NOW Sales and Marketing,GDH_DIV_NOW_UK_ROI_DIVISION,NOW UK ROI Division,GDH_DIR_NOW,NOW,GDH_BA_UK_ROI_NOW_TV,GDH_ABC_GROUP,Abc Group
2000720186,2000720186 NOW Customer,GDH_DIV_NOW_UK_ROI_DIVISION,NOW UK ROI Division,GDH_DIR_NOW,NOW,GDH_BA_UK_ROI_NOW_TV,GDH_ABC_GROUP,Abc Group
2000720187,NULL,GDH_DIV_NOW_UK_ROI_DIVISION,NOW UK ROI Division,GDH_DIR_NOW,NOW,GDH_BA_UK_ROI_NOW_TV,GDH_ABC_GROUP,Abc Group
2000720189,NULL,GDH_DIV_NOW_UK_ROI_DIVISION,NOW UK ROI Division,GDH_DIR_NOW,NOW,GDH_BA_UK_ROI_NOW_TV,GDH_ABC_GROUP,Abc Group
2000720197,2000720197 Independent Sales Contact Centre,GDH_DIV_ABC_BUSINESS_COO,Abc Business (COO),GDH_DIR_ABC_BUSINESS,Abc Business,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2000720198,2000720198 Abc Business Operations,GDH_DIV_ABC_BUSINESS_COO,Abc Business (COO),GDH_DIR_ABC_BUSINESS,Abc Business,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2000720240,NULL,GDH_DIV_INTERNATIONAL_OTT_DIVISION,International OTT Division,GDH_DIR_INTERNATIONAL_OTT_DIRECTORATE,International OTT Directorate,GDH_BA_ABC_INTERNATIONAL,GDH_ABC_GROUP,Abc Group
2000720254,NULL,GDH_DIV_NOW_UK_ROI_DIVISION,NOW UK ROI Division,GDH_DIR_NOW,NOW,GDH_BA_UK_ROI_NOW_TV,GDH_ABC_GROUP,Abc Group
2000720266,NULL,GDH_DIV_ABC_BUSINESS_COO,Abc Business (COO),GDH_DIR_ABC_BUSINESS,Abc Business,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2000720269,NULL,GDH_DIV_ABC_SPORTS_NEWS,Abc Sports News,GDH_DIR_ABC_SPORTS,Abc Sports,GDH_BA_UK_ROI_ABC_SPORTS,GDH_ABC_GROUP,Abc Group
2000720281,NULL,GDH_DIV_SPG,SPG,GDH_DIR_STRATEGY,Strategy,GDH_BA_GROUP_STRATEGY,GDH_ABC_GROUP,Abc Group
2000721025,NULL,GDH_DIV_ABC_CTO,Abc UK&I CTO,GDH_DIR_EUROPE_CTO,Europe - CTO,GDH_BA_GROUP_TECHNOLOGY,GDH_ABC_GROUP,Abc Group
2000721037,2000721037 Business Development Strategy,GDH_DIV_CORPORATE_DEVELOPMENT_DIVISION,Corporate Development Division,GDH_DIR_INTERNATIONAL_OTT_DIRECTORATE,International OTT Directorate,GDH_BA_ABC_INTERNATIONAL,GDH_ABC_GROUP,Abc Group
2000721039,2000721039 Out of Market Syndication,GDH_DIV_CORPORATE_DEVELOPMENT_DIVISION,Corporate Development Division,GDH_DIR_INTERNATIONAL_OTT_DIRECTORATE,International OTT Directorate,GDH_BA_ABC_INTERNATIONAL,GDH_ABC_GROUP,Abc Group
2000721041,NULL,GDH_DIV_INTERNATIONAL_OTT_DIVISION,International OTT Division,GDH_DIR_INTERNATIONAL_OTT_DIRECTORATE,International OTT Directorate,GDH_BA_ABC_INTERNATIONAL,GDH_ABC_GROUP,Abc Group
2000721044,NULL,GDH_DIV_INTERNATIONAL_OTT_DIVISION,International OTT Division,GDH_DIR_INTERNATIONAL_OTT_DIRECTORATE,International OTT Directorate,GDH_BA_ABC_INTERNATIONAL,GDH_ABC_GROUP,Abc Group
2000721045,2000721045 Data Viewing & Regulatory,GDH_DIV_DTA_DIVISION,DTA Division,GDH_DIR_DATA,Data,GDH_BA_DATA_HUB,GDH_ABC_GROUP,Abc Group
2000721046,2000721046 Data OTT,GDH_DIV_DTA_DIVISION,DTA Division,GDH_DIR_DATA,Data,GDH_BA_DATA_HUB,GDH_ABC_GROUP,Abc Group
2000721047,2000721047 TSS Enterprise Architecture & Strat Del,GDH_DIV_GROUP_SERV,Group CISO & Tech Strat Serv,GDH_DIR_EUROPE_CTO,Europe - CTO,GDH_BA_GROUP_TECHNOLOGY,GDH_ABC_GROUP,Abc Group
2000721048,NULL,GDH_DIV_GROUP_SERV,Group CISO & Tech Strat Serv,GDH_DIR_EUROPE_CTO,Europe - CTO,GDH_BA_GROUP_TECHNOLOGY,GDH_ABC_GROUP,Abc Group
2000721054,"2000721054 ETS - Enablement, Apps & Automation",GDH_DIV_ENTERPRISE_SOLUTIONS,Enterprise Tech Solutions,GDH_DIR_EUROPE_CTO,Europe - CTO,GDH_BA_GROUP_TECHNOLOGY,GDH_ABC_GROUP,Abc Group
2000721055,2000721055 GWS - Tech Enterprise Service Management,GDH_DIV_ENTERPRISE_SOLUTIONS,Enterprise Tech Solutions,GDH_DIR_EUROPE_CTO,Europe - CTO,GDH_BA_GROUP_TECHNOLOGY,GDH_ABC_GROUP,Abc Group
2000721056,2000721056 GWS - Technical Office Services,GDH_DIV_ENTERPRISE_SOLUTIONS,Enterprise Tech Solutions,GDH_DIR_EUROPE_CTO,Europe - CTO,GDH_BA_GROUP_TECHNOLOGY,GDH_ABC_GROUP,Abc Group
2000721057,2000721057 GWS - Client Eng & Elevated Support,GDH_DIV_ENTERPRISE_SOLUTIONS,Enterprise Tech Solutions,GDH_DIR_EUROPE_CTO,Europe - CTO,GDH_BA_GROUP_TECHNOLOGY,GDH_ABC_GROUP,Abc Group
2000721058,2000721058 GWS - Gr Serv Desk & Contact Centre VT,GDH_DIV_ENTERPRISE_SOLUTIONS,Enterprise Tech Solutions,GDH_DIR_EUROPE_CTO,Europe - CTO,GDH_BA_GROUP_TECHNOLOGY,GDH_ABC_GROUP,Abc Group
2000721059,2000721059 ETS - UK&I ERP Lead,GDH_DIV_ENTERPRISE_SOLUTIONS,Enterprise Tech Solutions,GDH_DIR_EUROPE_CTO,Europe - CTO,GDH_BA_GROUP_TECHNOLOGY,GDH_ABC_GROUP,Abc Group
2000721060,2000721060 TSS Planning & PMO,GDH_DIV_GROUP_SERV,Group CISO & Tech Strat Serv,GDH_DIR_EUROPE_CTO,Europe - CTO,GDH_BA_GROUP_TECHNOLOGY,GDH_ABC_GROUP,Abc Group
2000721061,2000721061 UK & ROI Anti-Piracy,GDH_DIV_ANTI_PIRACY,Anti-Piracy,GDH_DIR_GROUP_COO,Group COO,GDH_BA_EUROPEAN_OPERATIONS,GDH_ABC_GROUP,Abc Group
2000721063,2000721063 BUS DEV Commercial Group,GDH_DIV_BUSINESS_DEV_MGMT,Business Dev MGMT (Division),CUSTOM_ORGANIZATION-3-649,Business Dev MGMT (Directorate),GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000721066,2000721066 Content Protect Int Test,GDH_DIV_CONTENT_TECH_INNOVATION_DIV,Content Tech & Innovation Div,GDH_DIR_PRODUCT_HUB,Product Hub,GDH_BA_PRODUCT,GDH_ABC_GROUP,Abc Group
2000721067,2000721067 Content Protect Dev,GDH_DIV_CONTENT_TECH_INNOVATION_DIV,Content Tech & Innovation Div,GDH_DIR_PRODUCT_HUB,Product Hub,GDH_BA_PRODUCT,GDH_ABC_GROUP,Abc Group
2000920006,NULL,GDH_DIV_EMERGING_DIVISION,Emerging Products Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920007,2000920007 Data Planning & Performance,GDH_DIV_DTA_DIVISION,DTA Division,GDH_DIR_DATA,Data,GDH_BA_DATA_HUB,GDH_ABC_GROUP,Abc Group
2000920008,2000920008 Data Engineering - UK,GDH_DIV_DTA_DIVISION,DTA Division,GDH_DIR_DATA,Data,GDH_BA_DATA_HUB,GDH_ABC_GROUP,Abc Group
2000920009,2000920009 Data Management,GDH_DIV_DTA_DIVISION,DTA Division,GDH_DIR_DATA,Data,GDH_BA_DATA_HUB,GDH_ABC_GROUP,Abc Group
2000920010,2000920010 Data Architecture,GDH_DIV_DTA_DIVISION,DTA Division,GDH_DIR_DATA,Data,GDH_BA_DATA_HUB,GDH_ABC_GROUP,Abc Group
2000920011,2000920011 Data Excellence,GDH_DIV_DTA_DIVISION,DTA Division,GDH_DIR_DATA,Data,GDH_BA_DATA_HUB,GDH_ABC_GROUP,Abc Group
2000920012,2000920012 Data Applied Business Analytics,GDH_DIV_DTA_DIVISION,DTA Division,GDH_DIR_DATA,Data,GDH_BA_DATA_HUB,GDH_ABC_GROUP,Abc Group
2000920013,NULL,GDH_DIV_CONSUMER_STRATEGY_DIVISION,Consumer Strategy Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920016,NULL,GDH_DIV_GROUP_SERV,Group CISO & Tech Strat Serv,GDH_DIR_EUROPE_CTO,Europe - CTO,GDH_BA_GROUP_TECHNOLOGY,GDH_ABC_GROUP,Abc Group
2000920018,NULL,GDH_DIV_GROUP_PRODUCT_DIVISION,Group Product Division,GDH_DIR_PRODUCT_HUB,Product Hub,GDH_BA_PRODUCT,GDH_ABC_GROUP,Abc Group
2000920019,2000920019 Product Management - Entertainment,GDH_DIV_GROUP_PRODUCT_DIVISION,Group Product Division,GDH_DIR_PRODUCT_HUB,Product Hub,GDH_BA_PRODUCT,GDH_ABC_GROUP,Abc Group
2000920022,NULL,GDH_DIV_GROUP_PRODUCT_DIVISION,Group Product Division,GDH_DIR_PRODUCT_HUB,Product Hub,GDH_BA_PRODUCT,GDH_ABC_GROUP,Abc Group
2000920023,2000920023 Group - Supply,GDH_DIV_SUPPLY_CHAIN,Supply Chain,GDH_DIR_GROUP_COO,Group COO,GDH_BA_EUROPEAN_OPERATIONS,GDH_ABC_GROUP,Abc Group
2000920026,NULL,GDH_DIV_GROUP_PRODUCT_DIVISION,Group Product Division,GDH_DIR_PRODUCT_HUB,Product Hub,GDH_BA_PRODUCT,GDH_ABC_GROUP,Abc Group
2000920041,2000920041 Abc Media-Sales Hubs,GDH_DIV_INVESTMENT_PLANNING,Investment & Planning,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920043,2000920043 Abc Media-Activation,GDH_DIV_INVESTMENT_PLANNING,Investment & Planning,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920044,2000920044 Abc Media-Creative Solutions,GDH_DIV_INVESTMENT_PLANNING,Investment & Planning,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920045,2000920045 Abc Media-Performance Solutions,GDH_DIV_INVESTMENT_PLANNING,Investment & Planning,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920046,2000920046 Abc Media-Regional Sales,GDH_DIV_INVESTMENT_PLANNING,Investment & Planning,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920048,2000920048 Abc Media-Client Strategy,GDH_DIV_CLIENT_STRATEGY_DIVISION,Client Strategy Division,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920049,2000920049 Abc Media-Strategy & Planning,GDH_DIV_CLIENT_STRATEGY_DIVISION,Client Strategy Division,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920050,NULL,GDH_DIV_CAPABILITY_STRATEGY,Capability & Strategy,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920051,2000920051 Abc Media-AdSmart LADS,GDH_DIV_ADVANCED_ADVERTISING,Advanced Advertising,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920052,2000920052 Abc Media-Marketing and Engagement,GDH_DIV_CLIENT_STRATEGY_DIVISION,Client Strategy Division,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920053,2000920053 Abc Media-International Sales & PShips,GDH_DIV_INTERNATIONAL,Global Partnerships & International,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920055,2000920055 Abc Media-MP Sponsorship Sales,GDH_DIV_MEDIA_PARTNERS,Sponsorship Sales,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920056,2000920056 Abc Media-Linear & Sponsorship Strategy,GDH_DIV_CAPABILITY_STRATEGY,Capability & Strategy,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920057,2000920057 Abc Media-Advanced Advertising Strategy,GDH_DIV_CAPABILITY_STRATEGY,Capability & Strategy,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920058,2000920058 Abc Media-Product Strategy & Development,GDH_DIV_CAPABILITY_STRATEGY,Capability & Strategy,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920059,2000920059 Abc Media-Insight and Research,GDH_DIV_CAPABILITY_STRATEGY,Capability & Strategy,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920060,2000920060 Abc Media-Pricing and Inventory Control,GDH_DIV_PRICING_OPS,"Pricing, Inventory Mgt & Ops",GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920061,NULL,GDH_DIV_CAPABILITY_STRATEGY,Capability & Strategy,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920062,2000920062 Abc Media-Strategic Projects,GDH_DIV_CAPABILITY_STRATEGY,Capability & Strategy,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920063,NULL,GDH_DIV_CAPABILITY_STRATEGY,Capability & Strategy,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920064,2000920064 Abc Media-Ratings and ATM,GDH_DIV_OPERATIONS,Operations,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920065,2000920065 Abc Media-Commercial Operations,GDH_DIV_OPERATIONS,Operations,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920066,2000920066 Abc Media-Advanced Advertising Operation,GDH_DIV_OPERATIONS,Operations,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920067,2000920067 Abc Media-Systems Development,GDH_DIV_OPERATIONS,Operations,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920068,2000920068 Abc Media-Implementation,GDH_DIV_OPERATIONS,Operations,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920069,2000920069 Abc Media-Leadership (Including PA's),GDH_DIV_LEADERSHIP_INCLUDING_PAS,Leadership Including PAs,GDH_DIR_ABC_MEDIA,Abc Media,GDH_BA_ADVERTISING_PARTNERS_CHANNELS_DISTRIBUTION,GDH_ABC_GROUP,Abc Group
2000920070,2000920070 Abc Up,GDH_DIV_CORPORATE_AFFAIRS_DIVISION,Corporate Affairs Division,GDH_DIR_CORPORATE_AFFAIRS,Corporate Affairs,GDH_BA_GROUP_PEOPLE_CORPORATE_AFFAIRS,GDH_ABC_GROUP,Abc Group
2000920071,NULL,GDH_DIV_GENERAL_MANAGEMENT_DIVISION,General Management Division,GDH_DIR_GENERAL_MANAGEMENT,General Management,GDH_BA_GROUP_GENERAL_MANAGEMENT,GDH_ABC_GROUP,Abc Group
2000920077,NULL,GDH_DIV_CORPORATE_AFFAIRS_DIVISION,Corporate Affairs Division,GDH_DIR_CORPORATE_AFFAIRS,Corporate Affairs,GDH_BA_GROUP_PEOPLE_CORPORATE_AFFAIRS,GDH_ABC_GROUP,Abc Group
2000920078,NULL,GDH_DIV_AUDIT_AND_RISK_DIVISION,Audit and Risk Division,GDH_DIR_GROUP_FINANCE,Group Finance,GDH_BA_GROUP_FINANCE_AUDIT_PROCUREMENT,GDH_ABC_GROUP,Abc Group
2000920079,2000920079 Group - Bigger Picture,GDH_DIV_CORPORATE_AFFAIRS_DIVISION,Corporate Affairs Division,GDH_DIR_CORPORATE_AFFAIRS,Corporate Affairs,GDH_BA_GROUP_PEOPLE_CORPORATE_AFFAIRS,GDH_ABC_GROUP,Abc Group
2000920080,2000920080 Group - General Management,GDH_DIV_GENERAL_MANAGEMENT_DIVISION,General Management Division,GDH_DIR_GENERAL_MANAGEMENT,General Management,GDH_BA_GROUP_GENERAL_MANAGEMENT,GDH_ABC_GROUP,Abc Group
2000920081,NULL,GDH_DIV_GROUP_FINANCE,Group Finance,GDH_DIR_GROUP_FINANCE,Group Finance,GDH_BA_GROUP_FINANCE_AUDIT_PROCUREMENT,GDH_ABC_GROUP,Abc Group
2000920082,2000920082 Group - Corp Affairs,GDH_DIV_CORPORATE_AFFAIRS_DIVISION,Corporate Affairs Division,GDH_DIR_CORPORATE_AFFAIRS,Corporate Affairs,GDH_BA_GROUP_PEOPLE_CORPORATE_AFFAIRS,GDH_ABC_GROUP,Abc Group
2000920083,2000920083 Group - Company Sec,GDH_DIV_GROUP_UKI_LEGAL_DIVISION,Group & UKI - Legal Division,GDH_DIR_LEGAL_AFFAIRS,Legal Affairs,GDH_BA_GROUP_LEGAL_COUNSEL,GDH_ABC_GROUP,Abc Group
2000920085,2000920085 GC - Econometrics,GDH_DIV_GROUP_UKI_LEGAL_DIVISION,Group & UKI - Legal Division,GDH_DIR_LEGAL_AFFAIRS,Legal Affairs,GDH_BA_GROUP_LEGAL_COUNSEL,GDH_ABC_GROUP,Abc Group
2000920086,2000920086 Group - Economic Regulations,GDH_DIV_SPG,SPG,GDH_DIR_STRATEGY,Strategy,GDH_BA_GROUP_STRATEGY,GDH_ABC_GROUP,Abc Group
2000920087,2000920087 Group - Except,GDH_DIV_GENERAL_MANAGEMENT_DIVISION,General Management Division,GDH_DIR_GENERAL_MANAGEMENT,General Management,GDH_BA_GROUP_GENERAL_MANAGEMENT,GDH_ABC_GROUP,Abc Group
